date_time,time,seconds_since_1970,turbidity,temp,par
2015-02-16T05:45:00+0930,5:45:00,1424031300,1.628,30.38,0.05
2015-02-16T06:00:00+0930,6:00:00,1424032200,1.887,30.37,0.05
2015-02-16T06:15:00+0930,6:15:00,1424033100,1.517,30.38,0.05
2015-02-16T06:30:00+0930,6:30:00,1424034000,3.127,30.39,0.05
2015-02-16T06:45:00+0930,6:45:00,1424034900,3.793,30.4,0.081
2015-02-16T07:00:00+0930,7:00:00,1424035800,2.535,30.41,0.354
2015-02-16T07:15:00+0930,7:15:00,1424036700,2.331,30.42,1.383
2015-02-16T07:30:00+0930,7:30:00,1424037600,2.442,30.43,2.81
2015-02-16T07:45:00+0930,7:45:00,1424038500,1.665,30.45,4.649
2015-02-16T08:00:00+0930,8:00:00,1424039400,1.813,30.46,13.23
2015-02-16T08:15:00+0930,8:15:00,1424040300,0.999,30.48,14.04
2015-02-16T08:30:00+0930,8:30:00,1424041200,1.369,30.51,17.96
2015-02-16T08:45:00+0930,8:45:00,1424042100,1.573,30.53,30.14
2015-02-16T09:00:00+0930,9:00:00,1424043000,1.943,30.56,21.12
2015-02-16T09:15:00+0930,9:15:00,1424043900,1.295,30.58,21.15
2015-02-16T09:30:00+0930,9:30:00,1424044800,1.166,30.6,32.62
2015-02-16T09:45:00+0930,9:45:00,1424045700,0.426,30.61,53.25
2015-02-16T10:00:00+0930,10:00:00,1424046600,0.555,30.61,42.21
2015-02-16T10:15:00+0930,10:15:00,1424047500,0.685,30.62,71.58
2015-02-16T10:30:00+0930,10:30:00,1424048400,0.611,30.61,79.24
2015-02-16T10:45:00+0930,10:45:00,1424049300,0.481,30.59,97.2
2015-02-16T11:00:00+0930,11:00:00,1424050200,1.443,30.6,131.4
2015-02-16T11:15:00+0930,11:15:00,1424051100,0.777,30.59,86.7
2015-02-16T11:30:00+0930,11:30:00,1424052000,1.313,30.58,137.1
2015-02-16T11:45:00+0930,11:45:00,1424052900,2.313,30.56,45.95
2015-02-16T12:00:00+0930,12:00:00,1424053800,2.054,30.56,31.34
2015-02-16T12:15:00+0930,12:15:00,1424054700,3.293,30.54,51.88
2015-02-16T12:30:00+0930,12:30:00,1424055600,2.905,30.53,33.27
2015-02-16T12:45:00+0930,12:45:00,1424056500,3.275,30.53,23.88
2015-02-16T13:00:00+0930,13:00:00,1424057400,6.031,30.5,21.47
2015-02-16T13:15:00+0930,13:15:00,1424058300,9.93,30.49,9.38
2015-02-16T13:30:00+0930,13:30:00,1424059200,7.752,30.49,8.55
2015-02-16T13:45:00+0930,13:45:00,1424060100,6.438,30.49,11.93
2015-02-16T14:00:00+0930,14:00:00,1424061000,7.955,30.48,9.96
2015-02-16T14:15:00+0930,14:15:00,1424061900,10.97,30.48,3.71
2015-02-16T14:30:00+0930,14:30:00,1424062800,12.84,30.45,2.405
2015-02-16T14:45:00+0930,14:45:00,1424063700,14.54,30.43,0.971
2015-02-16T15:00:00+0930,15:00:00,1424064600,14.58,30.42,0.791
2015-02-16T15:15:00+0930,15:15:00,1424065500,15.36,30.43,1.099
2015-02-16T15:30:00+0930,15:30:00,1424066400,11.25,30.43,2.378
2015-02-16T15:45:00+0930,15:45:00,1424067300,11.62,30.43,2.44
2015-02-16T16:00:00+0930,16:00:00,1424068200,8.16,30.43,2.784
2015-02-16T16:15:00+0930,16:15:00,1424069100,6.901,30.43,1.07
2015-02-16T16:30:00+0930,16:30:00,1424070000,5.458,30.43,0.581
2015-02-16T16:45:00+0930,16:45:00,1424070900,4.847,30.43,2.754
2015-02-16T17:00:00+0930,17:00:00,1424071800,3.756,30.43,1.498
2015-02-16T17:15:00+0930,17:15:00,1424072700,5.31,30.44,1.289
2015-02-16T17:30:00+0930,17:30:00,1424073600,3.996,30.44,0.612
2015-02-16T17:45:00+0930,17:45:00,1424074500,3.811,30.44,1.242
2015-02-16T18:00:00+0930,18:00:00,1424075400,3.219,30.45,0.888
2015-02-16T18:15:00+0930,18:15:00,1424076300,2.646,30.46,1.209
2015-02-16T18:30:00+0930,18:30:00,1424077200,2.72,30.46,0.948
2015-02-16T18:45:00+0930,18:45:00,1424078100,3.7,30.45,1.003
2015-02-16T19:00:00+0930,19:00:00,1424079000,2.701,30.45,0.441
2015-02-16T19:15:00+0930,19:15:00,1424079900,3.219,30.45,0.102
2015-02-16T19:30:00+0930,19:30:00,1424080800,3.182,30.46,0.05
2015-02-16T19:45:00+0930,19:45:00,1424081700,2.331,30.48,0.05
2015-02-16T20:00:00+0930,20:00:00,1424082600,2.609,30.48,0.05
2015-02-16T20:15:00+0930,20:15:00,1424083500,2.96,30.49,0.05
2015-02-16T20:30:00+0930,20:30:00,1424084400,2.923,30.5,0.05
2015-02-16T20:45:00+0930,20:45:00,1424085300,2.109,30.52,0.05
2015-02-16T21:00:00+0930,21:00:00,1424086200,1.905,30.54,0.05
2015-02-16T21:15:00+0930,21:15:00,1424087100,2.054,30.56,0.05
2015-02-16T21:30:00+0930,21:30:00,1424088000,1.832,30.59,0.05
2015-02-16T21:45:00+0930,21:45:00,1424088900,1.461,30.59,0.05
2015-02-16T22:00:00+0930,22:00:00,1424089800,1.221,30.59,0.05
2015-02-16T22:15:00+0930,22:15:00,1424090700,1.129,30.59,0.05
2015-02-16T22:30:00+0930,22:30:00,1424091600,1.203,30.59,0.05
2015-02-16T22:45:00+0930,22:45:00,1424092500,1.147,30.56,0.05
2015-02-16T23:00:00+0930,23:00:00,1424093400,1.24,30.55,0.05
2015-02-16T23:15:00+0930,23:15:00,1424094300,1.443,30.55,0.05
2015-02-16T23:30:00+0930,23:30:00,1424095200,0.907,30.54,0.05
2015-02-16T23:45:00+0930,23:45:00,1424096100,1.277,30.53,0.05
2015-02-17T00:00:00+0930,0:00:00,1424097000,1.332,30.52,0.05
2015-02-17T00:15:00+0930,0:15:00,1424097900,1.388,30.5,0.05
2015-02-17T00:30:00+0930,0:30:00,1424098800,2.072,30.48,0.05
2015-02-17T00:45:00+0930,0:45:00,1424099700,2.202,30.48,0.05
2015-02-17T01:00:00+0930,1:00:00,1424100600,2.683,30.47,0.05
2015-02-17T01:15:00+0930,1:15:00,1424101500,3.164,30.47,0.05
2015-02-17T01:30:00+0930,1:30:00,1424102400,4.292,30.46,0.05
2015-02-17T01:45:00+0930,1:45:00,1424103300,3.682,30.45,0.05
2015-02-17T02:00:00+0930,2:00:00,1424104200,5.828,30.45,0.05
2015-02-17T02:15:00+0930,2:15:00,1424105100,5.088,30.45,0.05
2015-02-17T02:30:00+0930,2:30:00,1424106000,4.699,30.44,0.05
2015-02-17T02:45:00+0930,2:45:00,1424106900,6.327,30.44,0.05
2015-02-17T03:00:00+0930,3:00:00,1424107800,5.606,30.44,0.05
2015-02-17T03:15:00+0930,3:15:00,1424108700,4.459,30.43,0.05
2015-02-17T03:30:00+0930,3:30:00,1424109600,4.218,30.43,0.05
2015-02-17T03:45:00+0930,3:45:00,1424110500,3.164,30.43,0.05
2015-02-17T04:00:00+0930,4:00:00,1424111400,2.775,30.43,0.05
2015-02-17T04:15:00+0930,4:15:00,1424112300,3.09,30.43,0.05
2015-02-17T04:30:00+0930,4:30:00,1424113200,2.128,30.43,0.05
2015-02-17T04:45:00+0930,4:45:00,1424114100,1.702,30.43,0.05
2015-02-17T05:00:00+0930,5:00:00,1424115000,1.776,30.43,0.05
2015-02-17T05:15:00+0930,5:15:00,1424115900,1.647,30.43,0.05
2015-02-17T05:30:00+0930,5:30:00,1424116800,1.647,30.44,0.05
2015-02-17T05:45:00+0930,5:45:00,1424117700,1.795,30.44,0.05
2015-02-17T06:00:00+0930,6:00:00,1424118600,2.461,30.45,0.05
2015-02-17T06:15:00+0930,6:15:00,1424119500,3.904,30.46,0.05
2015-02-17T06:30:00+0930,6:30:00,1424120400,5.143,30.46,0.05
2015-02-17T06:45:00+0930,6:45:00,1424121300,4.218,30.47,0.05
2015-02-17T07:00:00+0930,7:00:00,1424122200,5.865,30.47,0.19
2015-02-17T07:15:00+0930,7:15:00,1424123100,4.477,30.49,0.767
2015-02-17T07:30:00+0930,7:30:00,1424124000,3.719,30.52,0.954
2015-02-17T07:45:00+0930,7:45:00,1424124900,4.255,30.53,1.876
2015-02-17T08:00:00+0930,8:00:00,1424125800,4.921,30.54,1.738
2015-02-17T08:15:00+0930,8:15:00,1424126700,5.846,30.55,1.611
2015-02-17T08:30:00+0930,8:30:00,1424127600,5.31,30.57,3.467
2015-02-17T08:45:00+0930,8:45:00,1424128500,5.402,30.6,4.026
2015-02-17T09:00:00+0930,9:00:00,1424129400,4.866,30.63,7.526
2015-02-17T09:15:00+0930,9:15:00,1424130300,3.83,30.65,14.05
2015-02-17T09:30:00+0930,9:30:00,1424131200,2.035,30.68,8.46
2015-02-17T09:45:00+0930,9:45:00,1424132100,3.201,30.7,26.67
2015-02-17T10:00:00+0930,10:00:00,1424133000,1.887,30.72,21.48
2015-02-17T10:15:00+0930,10:15:00,1424133900,1.721,30.74,49.78
2015-02-17T10:30:00+0930,10:30:00,1424134800,1.221,30.76,60.99
2015-02-17T10:45:00+0930,10:45:00,1424135700,1.11,30.79,72.83
2015-02-17T11:00:00+0930,11:00:00,1424136600,0.481,30.8,95.1
2015-02-17T11:15:00+0930,11:15:00,1424137500,0.259,30.77,61.48
2015-02-17T11:30:00+0930,11:30:00,1424138400,0.703,30.75,72.83
2015-02-17T11:45:00+0930,11:45:00,1424139300,0.518,30.77,61.44
2015-02-17T12:00:00+0930,12:00:00,1424140200,1.369,30.77,84.1
2015-02-17T12:15:00+0930,12:15:00,1424141100,0.814,30.77,54.65
2015-02-17T12:30:00+0930,12:30:00,1424142000,1.628,30.76,77.26
2015-02-17T12:45:00+0930,12:45:00,1424142900,2.331,30.75,44.54
2015-02-17T13:00:00+0930,13:00:00,1424143800,3.497,30.72,42.62
2015-02-17T13:15:00+0930,13:15:00,1424144700,6.272,30.7,26.13
2015-02-17T13:30:00+0930,13:30:00,1424145600,9.53,30.68,9.26
2015-02-17T13:45:00+0930,13:45:00,1424146500,13.51,30.67,1.967
2015-02-17T14:00:00+0930,14:00:00,1424147400,16.35,30.66,0.642
2015-02-17T14:15:00+0930,14:15:00,1424148300,24.18,30.63,0.333
2015-02-17T14:30:00+0930,14:30:00,1424149200,29.43,30.59,0.3
2015-02-17T14:45:00+0930,14:45:00,1424150100,21.85,30.57,0.879
2015-02-17T15:00:00+0930,15:00:00,1424151000,19.61,30.56,0.065
2015-02-17T15:15:00+0930,15:15:00,1424151900,26.38,30.52,0.05
2015-02-17T15:30:00+0930,15:30:00,1424152800,33.39,30.51,0.05
2015-02-17T15:45:00+0930,15:45:00,1424153700,26.71,30.51,0.05
2015-02-17T16:00:00+0930,16:00:00,1424154600,27.25,30.5,0.05
2015-02-17T16:15:00+0930,16:15:00,1424155500,45.94,30.49,0.05
2015-02-17T16:30:00+0930,16:30:00,1424156400,31.76,30.49,0.05
2015-02-17T16:45:00+0930,16:45:00,1424157300,31.39,30.48,0.05
2015-02-17T17:00:00+0930,17:00:00,1424158200,33.67,30.48,0.05
2015-02-17T17:15:00+0930,17:15:00,1424159100,35.61,30.47,0.05
2015-02-17T17:30:00+0930,17:30:00,1424160000,28.99,30.47,0.05
2015-02-17T17:45:00+0930,17:45:00,1424160900,15.89,30.47,0.05
2015-02-17T18:00:00+0930,18:00:00,1424161800,8.82,30.47,0.05
2015-02-17T18:15:00+0930,18:15:00,1424162700,6.105,30.48,0.05
2015-02-17T18:30:00+0930,18:30:00,1424163600,7.049,30.48,0.05
2015-02-17T18:45:00+0930,18:45:00,1424164500,8.6,30.48,0.05
2015-02-17T19:00:00+0930,19:00:00,1424165400,9.18,30.49,0.05
2015-02-17T19:15:00+0930,19:15:00,1424166300,12.51,30.5,0.05
2015-02-17T19:30:00+0930,19:30:00,1424167200,27.81,30.55,0.05
2015-02-17T19:45:00+0930,19:45:00,1424168100,31.69,30.68,0.05
2015-02-17T20:00:00+0930,20:00:00,1424169000,19.85,30.69,0.05
2015-02-17T20:15:00+0930,20:15:00,1424169900,21.39,30.71,0.05
2015-02-17T20:30:00+0930,20:30:00,1424170800,24.94,30.72,0.05
2015-02-17T20:45:00+0930,20:45:00,1424171700,24.59,30.73,0.05
2015-02-17T21:00:00+0930,21:00:00,1424172600,25.68,30.73,0.05
2015-02-17T21:15:00+0930,21:15:00,1424173500,25.9,30.74,0.05
2015-02-17T21:30:00+0930,21:30:00,1424174400,27.86,30.75,0.05
2015-02-17T21:45:00+0930,21:45:00,1424175300,17.76,30.76,0.05
2015-02-17T22:00:00+0930,22:00:00,1424176200,20.96,30.78,0.05
2015-02-17T22:15:00+0930,22:15:00,1424177100,14.62,30.78,0.05
2015-02-17T22:30:00+0930,22:30:00,1424178000,14.93,30.8,0.05
2015-02-17T22:45:00+0930,22:45:00,1424178900,10.64,30.82,0.05
2015-02-17T23:00:00+0930,23:00:00,1424179800,7.308,30.83,0.05
2015-02-17T23:15:00+0930,23:15:00,1424180700,5.254,30.84,0.05
2015-02-17T23:30:00+0930,23:30:00,1424181600,2.294,30.85,0.05
2015-02-17T23:45:00+0930,23:45:00,1424182500,2.701,30.87,0.05
2015-02-18T00:00:00+0930,0:00:00,1424183400,1.702,30.87,0.05
2015-02-18T00:15:00+0930,0:15:00,1424184300,1.887,30.85,0.05
2015-02-18T00:30:00+0930,0:30:00,1424185200,1.85,30.83,0.05
2015-02-18T00:45:00+0930,0:45:00,1424186100,2.646,30.79,0.05
2015-02-18T01:00:00+0930,1:00:00,1424187000,3.959,30.75,0.05
2015-02-18T01:15:00+0930,1:15:00,1424187900,8.66,30.73,0.05
2015-02-18T01:30:00+0930,1:30:00,1424188800,7.252,30.7,0.05
2015-02-18T01:45:00+0930,1:45:00,1424189700,17.5,30.67,0.05
2015-02-18T02:00:00+0930,2:00:00,1424190600,12.51,30.67,0.05
2015-02-18T02:15:00+0930,2:15:00,1424191500,18.83,30.67,0.05
2015-02-18T02:30:00+0930,2:30:00,1424192400,18.89,30.66,0.05
2015-02-18T02:45:00+0930,2:45:00,1424193300,28.27,30.65,0.05
2015-02-18T03:00:00+0930,3:00:00,1424194200,48.3,30.61,0.05
2015-02-18T03:15:00+0930,3:15:00,1424195100,32.86,30.56,0.05
2015-02-18T03:30:00+0930,3:30:00,1424196000,28.4,30.55,0.05
2015-02-18T03:45:00+0930,3:45:00,1424196900,38.29,30.56,0.05
2015-02-18T04:00:00+0930,4:00:00,1424197800,30.75,30.56,0.05
2015-02-18T04:15:00+0930,4:15:00,1424198700,32.04,30.56,0.05
2015-02-18T04:30:00+0930,4:30:00,1424199600,20.15,30.55,0.05
2015-02-18T04:45:00+0930,4:45:00,1424200500,23.94,30.54,0.05
2015-02-18T05:00:00+0930,5:00:00,1424201400,13.51,30.54,0.05
2015-02-18T05:15:00+0930,5:15:00,1424202300,10.05,30.53,0.05
2015-02-18T05:30:00+0930,5:30:00,1424203200,6.031,30.53,0.05
2015-02-18T05:45:00+0930,5:45:00,1424204100,4.237,30.54,0.05
2015-02-18T06:00:00+0930,6:00:00,1424205000,5.069,30.54,0.05
2015-02-18T06:15:00+0930,6:15:00,1424205900,8.51,30.54,0.05
2015-02-18T06:30:00+0930,6:30:00,1424206800,7.493,30.54,0.05
2015-02-18T06:45:00+0930,6:45:00,1424207700,22.81,30.55,0.05
2015-02-18T07:00:00+0930,7:00:00,1424208600,32.97,30.55,0.05
2015-02-18T07:15:00+0930,7:15:00,1424209500,51.93,30.55,0.05
2015-02-18T07:30:00+0930,7:30:00,1424210400,35.83,30.55,0.05
2015-02-18T07:45:00+0930,7:45:00,1424211300,26.18,30.55,0.05
2015-02-18T08:00:00+0930,8:00:00,1424212200,32.28,30.59,0.05
2015-02-18T08:15:00+0930,8:15:00,1424213100,34.61,30.63,0.05
2015-02-18T08:30:00+0930,8:30:00,1424214000,33.91,30.66,0.05
2015-02-18T08:45:00+0930,8:45:00,1424214900,23.27,30.69,0.05
2015-02-18T09:00:00+0930,9:00:00,1424215800,18.13,30.73,0.05
2015-02-18T09:15:00+0930,9:15:00,1424216700,15.58,30.78,0.05
2015-02-18T09:30:00+0930,9:30:00,1424217600,17.35,30.81,0.05
2015-02-18T09:45:00+0930,9:45:00,1424218500,11.25,30.82,0.161
2015-02-18T10:00:00+0930,10:00:00,1424219400,10.45,30.84,0.223
2015-02-18T10:15:00+0930,10:15:00,1424220300,14.74,30.85,0.097
2015-02-18T11:00:00+0930,11:00:00,1424223000,16.22,30.85,0.904
2015-02-18T11:15:00+0930,11:15:00,1424223900,14.84,30.85,0.498
2015-02-18T11:30:00+0930,11:30:00,1424224800,11.45,30.86,4.202
2015-02-18T11:45:00+0930,11:45:00,1424225700,9.12,30.85,1.572
2015-02-18T12:00:00+0930,12:00:00,1424226600,3.922,30.83,10.08
2015-02-18T12:15:00+0930,12:15:00,1424227500,8.18,30.83,5.263
2015-02-18T12:30:00+0930,12:30:00,1424228400,4.07,30.82,7.878
2015-02-18T12:45:00+0930,12:45:00,1424229300,5.587,30.84,11.9
2015-02-18T13:00:00+0930,13:00:00,1424230200,3.182,30.86,13.33
